Book ID,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
191691788,Jim Brown: Last Man Standing,1,"Zirin, Dave",Author,,,"Blue Rider Press (2018), Edition: Illustrated, 336 pages",2018,,,,,Jim Brown: Last Man Standing by Dave Zirin (2018),Hardcover,9.38 inches,1.15 pounds,9.38 inches,1.06 inches,6.44 inches,9.38 x 6.44 x 1.06 inches,,,,,,,,"bio, sports",Anti-Library,English,English,GV939.B75 Z57,[0399173447],"[0399173447, 9780399173448]",,796.332092,American football > Athletic and outdoor sports and games > Ball sports > Biography > Biography And History > Inflated ball driven by the foot > Recreational and performing arts > The arts,,1,amazon.com books,2020-10-31,,,21379975,,,,
191691812,Is the Republican Party Destroying Itself?,1,"Patterson, Thomas E.",Author,,,"Independently published (2020), Edition: Illustrated, 218 pages",2020,,,,,Is the Republican Party Destroying Itself? by Thomas E. Patterson (2020),Paperback,8 inches,0.56 pounds,8 inches,0.55 inches,5.25 inches,8 x 5.25 x 0.55 inches,,,,,,,,politics,Anti-Library,English,English,,[1658728637],"[1658728637, 9781658728638]",,,,,1,amazon.com books,2020-10-31,,,25626747,,,,
191691852,Toxic Femininity in the Workplace: Office Gender Politics Are a Battlefield,1,"Hogan, Ginny",Author,,,"Morrow Gift (2019), Edition: Illustrated, 112 pages",2019,,,,,Toxic Femininity in the Workplace: Office Gender Politics Are a Battlefield by Ginny Hogan (2019),Hardcover,7.4 inches,0.76279942652 pounds,7.4 inches,0.6 inches,6.1 inches,7.4 x 6.1 x 0.6 inches,,,,,,,,"funny, hoopla, work","eBooks, Anti-Library",English,English,PN6231.W644 H64,[0062881221],"[0062881221, 9780062881229]",,305.42,"Groups of people > Role in society, status > Social Sciences > Social sciences > Women",,1,amazon.com books,2020-10-31,,,23823814,,,,
191691935,"How Mathematicians Think: Using Ambiguity, Contradiction, and Paradox to Create Mathematics",1,"Byers, William",Author,,,"Princeton University Press (2010), Edition: Sixth, 424 pages",2010,,,,,"How Mathematicians Think: Using Ambiguity, Contradiction, and Paradox to Create Mathematics by William Byers (2010)",Paperback,9.21 inches,1.3117504589 pounds,9.21 inches,0.86 inches,6.14 inches,9.21 x 6.14 x 0.86 inches,424 ,,,,,,,"math, thinking",Anti-Library,English,English,BF456.N7 B94,[0691145997],"[0691145997, 9780691145990]",Mathematicians > Psychology|Mathematics > Philosophy|Mathematics > Psychological aspects,510.92,Biography > Biography And History > General Mathematics > Mathematics > Natural sciences and mathematics,,1,amazon.com books,2020-10-31,,,3120782,,,,
191691949,The Sherbrooke Bride: Bride Series,5,"Coulter, Catherine",Author,,,"Berkley (1992), Edition: Reissue, 415 pages",1992,,,,,The Sherbrooke Bride: Bride Series by Catherine Coulter (1992),Ebook,,,,,,,,,,,,,,"fiction, romance","Recommended By Friends, Anti-Library",English,English,PS3553.O84 S53,,,,813.54,1945-1999 > 20th Century > American fiction > English (North America) > Literature,,1,amazon.com books,2020-10-31,,,12040,,,,
191691968,The Summerhouse,5,"Deveraux, Jude",Author,,,"Pocket Books (2002), Edition: Reissue, 416 pages",2002,,,,,The Summerhouse by Jude Deveraux (2002),Paperback,6.75 inches,0.43 pounds,6.75 inches,1.1 inches,4.125 inches,6.75 x 4.125 x 1.1 inches,416 ,,,,,,,"fiction, romance","Recommended By Friends, Anti-Library",English,English,PS3554.E9273 S86,[0671014196],"[0671014196, 9780671014193]",Divorced women > Fiction|Female friendship > Fiction|Life change events > Fiction|Married women > Fiction|Psychological fiction,813.54,1945-1999 > 20th Century > American fiction > English (North America) > Literature,,1,amazon.com books,2020-10-31,,,40333,,,,
191692080,For a Christian America: A History of the Religious Right,1,"Brown, Ruth Murray",,,,Prometheus Books (1750),1750,,,,,For a Christian America: A History of the Religious Right by Ruth Murray Brown (1750),Hardcover,,,,,,,,,,,,,,politics,Anti-Library,,English,BR526 .B77,,,,320.52,Conservatism > Political Science  > Political Science  > Political ideologies > Social sciences,,1,amazon.com books,2020-10-31,,,2302503,,,,
191692169,Convenience Store Woman: A Novel,1,"Murata, Sayaka",Author,"Tapley Takemori, Ginny",Translator,"Grove Press (2019), Edition: Reprint, 176 pages",2019,,,,,Convenience Store Woman: A Novel by Sayaka Murata (2019),Paperback,6.9 inches,0.39903669422 pounds,6.9 inches,0.7 inches,5 inches,6.9 x 5 x 0.7 inches,,,,,,,,"fiction, world, hoopla","eBooks, Must Read",English,English,PL873.U73,[0802129625],"[0802129625, 9780802129628]",,895.63,Asian (east and south east) languages > Japanese > Japanese fiction > Literature > Literature of other languages,,1,amazon.com books,2020-10-31,,,20852239,,,,
191692209,Rivethead,1,"Hamper, Ben",Author,,,"Warner Books (1992), Edition: Reprint, 260 pages",1992,,,,,Rivethead by Ben Hamper (1992),Paperback,8 inches,0.45 pounds,8 inches,0.65 inches,5 inches,8 x 5 x 0.65 inches,260 ,,,,,,,"bio, poverty, ethnography",Anti-Library,English,English,HD8073.H26 A3,[0446394009],"[0446394009, 9780446394000]","Automobile industry workers > United States > Biography|Blue collar workers > United States > Biography|General Motors Corporation > Employees > Biography|Hamper, Ben",331.76292092,Economics > Labor economics > Skilled and unskilled labor > Social sciences > Specific industries and occupations,,1,amazon.com books,2020-10-31,,,42301,,,,
191692222,A Window over the Sink: A Memoir,3,"Bracken, Peg",Author,,,"Harcourt (1981), Edition: 1st, 221 pages",1981,,,,,A Window over the Sink: A Memoir by Peg Bracken (1981),Hardcover,,0.95 pounds,,,,,,,,,,,,"food, bio",Anti-Library,English,English,TX140.B7 A38,[0151969868],"[0151969868, 9780151969869]",,640.924,Biography > Biography; History By Place > Home and family management > Home management > Technology and Application of Knowledge,,1,amazon.com books,2020-10-31,,,181899,,,,
191692253,Augustus (New York Review Books Classics),1,"Williams, John",Author,"Mendelsohn, Daniel",Introduction,"NYRB Classics (2014), Edition: Reissue, 336 pages",2014,,,,,Augustus (New York Review Books Classics) by John Williams (2014),Paperback,7.98 inches,0.8 pounds,7.98 inches,0.68 inches,5.25 inches,7.98 x 5.25 x 0.68 inches,,,,,,,,"classics, fiction",Anti-Library,English,English,PS3545.I5286 A94,[1590178211],"[1590178211, 9781590178218]","Augustus, Emperor of Rome, 63 B.C-14 A.D. > Fiction|Augustus, Emperor of Rome, 63 B.C.-14 A.D. > Fiction|Biographical fiction|Emperors > Fiction|Historical Fiction|Historical fiction|Rome > Fiction. > Augustus, 30 B.C.-14 A.D|Rome > History > Augustus, 30 B.C.-14 A.D. > Fiction|biographical fiction|historical fiction",813.54,1945-1999 > 20th Century > American fiction > English (North America) > Literature,,1,amazon.com books,2020-10-31,,,168975,,,,
191692335,The Guns of August: The Pulitzer Prize-Winning Classic About the Outbreak of World War I,5,"Tuchman, Barbara W.",Author,"Massie, Robert K.",Foreword,"Presidio Press (2004), 640 pages",2004,,,,,The Guns of August: The Pulitzer Prize-Winning Classic About the Outbreak of World War I by Barbara W. Tuchman (2004),Paperback,6.9 inches,0.68 pounds,6.9 inches,1.1 inches,4.2 inches,6.9 x 4.2 x 1.1 inches,640 ,,,,,,,history,Anti-Library,English,English,D530 .T8,[0345476093],"[0345476093, 9780345476098]","World War, 1914-1918 > Campaigns|World War, 1914-1918 > Campaigns > Western Front|World War, 1914-1918 > Campaigns > Western front|World War, 1914-1918 > Causes|World War, 1914-1918 > Western Front|World War, 1914-1918 > Western Front. > Campaigns|World War, 1914-1918 > Western front. > Campaigns",940.4144,Europe > Europe > Europe > History and Geography > Military History Of World War I > Operations And Units,,1,amazon.com books,2020-10-31,,,8489,,,,
191692349,Uncivil Agreement: How Politics Became Our Identity,1,"Mason, Lilliana",Author,,,"University of Chicago Press (2018), Edition: Illustrated, 192 pages",2018,,,,,Uncivil Agreement: How Politics Became Our Identity by Lilliana Mason (2018),Paperback,8.9 x 0.6 inches,0.65 pounds,0.6 inches,6 inches,8.9 inches,0.6 x 8.9 x 6 inches,,,,,,,,politics,Anti-Library,English,English,JK2271.M312,[022652454X],"[022652454X, 9780226524542]",,324.273,North America > Political Science  > Political parties > Social sciences > The political process > United States,,1,amazon.com books,2020-10-31,,,21769202,,,,
191692362,Drift into Failure: From Hunting Broken Components to Understanding Complex Systems,1,"Dekker, Sidney",Author,,,"CRC Press (2018), Edition: 1, 234 pages",2018,,,,,Drift into Failure: From Hunting Broken Components to Understanding Complex Systems by Sidney Dekker (2018),Paperback,9.21 inches,0.95019234922 pounds,9.21 inches,0.53 inches,6.14 inches,9.21 x 6.14 x 0.53 inches,,,,,,,,thinking,Anti-Library,English,English,HM701 .D45,[1409422216],"[1409422216, 9781409422211]",,302.3,Social Interaction > Social Sciences > Social interaction within groups > Social sciences,,1,amazon.com books,2020-10-31,,,10925397,,,,
191692405,The King David Report (European Classics),5,"Heym, Stefan",Author,,,"Northwestern University Press (1998), Edition: 1, 254 pages",1998,,,,,The King David Report (European Classics) by Stefan Heym (1998),Paperback,7.75 inches,0.63 pounds,7.75 inches,0.9 inches,5.125 inches,7.75 x 5.125 x 0.9 inches,254 ,,,,,,,history,Anti-Library,English,English,PT2617.E948 K6513,[0810115379],"[0810115379, 9780810115378]","Bible. O.T. > History of Biblical events > Fiction|Biographical fiction|David, King of Israel > Fiction|David, King of Israel, in fiction, drama, poetry, etc|Israel > Kings and rulers > Fiction|biographical fiction",833.914,1900-1990 > 1945-1990 > German fiction > German literature and literatures of related languages > Literature > Modern period (1900-),,1,amazon.com books,2020-10-31,,,65738,,,,
191692467,Dignity: Seeking Respect in Back Row America,1,"Arnade, Chris",Author,,,"Sentinel (2019), Edition: Illustrated, 304 pages",2019,,,,,Dignity: Seeking Respect in Back Row America by Chris Arnade (2019),Hardcover,9.73 inches,2.25 pounds,9.73 inches,1 inch,7.3 inches,9.73 x 7.3 x 1 inches,,,,,,,,"poverty, ethnography, libby","eBooks, Anti-Library",English,English,HC110.P6 A76,[0525534733],"[0525534733, 9780525534730]",,362.50973,Biography; History By Place > North America > Poor (from social service perspectives) > Social problems and services; associations > Social problems of & services to groups of people > Social sciences > United States,,1,amazon.com books,2020-10-31,,,23276007,,,,
191692552,Amatka,1,"Tidbeck, Karin",Author,,,"Vintage (2017), 224 pages",2017,,,,,Amatka by Karin Tidbeck (2017),Paperback,8.1 inches,0.5 pounds,8.1 inches,0.6 inches,5.3 inches,8.1 x 5.3 x 0.6 inches,,,,,,,,fiction,Anti-Library,English,English,PT9877.I45 A6313,[1101973951],"[1101973951, 9781101973950]",,839.73,German literature and literatures of related languages > Literature > Other Germanic literatures > Swedish fiction > Swedish literature,,1,amazon.com books,2020-10-31,,,12587190,,,,
191692584,Popper (Modern Masters),1,"Magee, Bryan",Author,,,"Harpercollins Pub Ltd (1985), 112 pages",1985,,,,,Popper (Modern Masters) by Bryan Magee (1985),Paperback,7.8 inches,0.19621141318 pounds,7.8 inches,0.28 inches,5.08 inches,7.8 x 5.08 x 0.28 inches,114 ,,,,,,,philosophy,Anti-Library,English,English,B1649.P64 M33,[0006860087],"[0006860087, 9780006860082]","Popper, Karl Raimund, Sir, 1902-|Popper, Karl Raimund, Sir, 1902-1994",192,British philosophers > Modern western philosophy > Philosophy and Psychology,,1,amazon.com books,2020-10-31,,,89568,,,,
191692635,The Fire Next Time,5,"Baldwin, James",Author,,,"Vintage (1992), Edition: Reissue, 128 pages",1992,,,,,The Fire Next Time by James Baldwin (1992),Paperback,7.99 inches,0.3 pounds,7.99 inches,0.32 inches,5.18 inches,7.99 x 5.18 x 0.32 inches,128 ,,,,,,,essays,Anti-Library,English,English,E185.61,[9780679744726],"[9780679744726, 067974472X]",African Americans|Black Muslims|Black muslims|Muslims > United States|United States > Race relations|United states > Race relations,305.896,"African Origin > Ethnic and national groups ; racism, multiculturalism > Groups of people > Other Groups > Social Sciences > Social sciences",,1,amazon.com books,2020-10-31,,,29457,,,,
191692663,"Two Nations: Black and White, Separate, Hostile, Unequal",1,"Hacker, Andrew",Author,,,"Scribner (2003), Edition: Reprint, Subsequent, 288 pages",2003,,,,,"Two Nations: Black and White, Separate, Hostile, Unequal by Andrew Hacker (2003)",Paperback,8.44 inches,0.81791499202 pounds,8.4375 inches,0.8 inches,5.5 inches,8.4375 x 5.5 x 0.8 inches,288 ,,,,,,,politics,Anti-Library,English,English,E185 .H23,[0743238249],"[0743238249, 9780743238243]",African Americans > Social conditions|African Americans > Social conditions > 1975-|Racism > United States|Racism > United states|United States > Race relations|United states > Race relations,305.800973,"Biography And History > Ethnic and national groups ; racism, multiculturalism > General > Groups of people > North America > Social Sciences > Social sciences > United States",,1,amazon.com books,2020-10-31,,,325669,,,,
191692733,Robert Oppenheimer: A Life Inside the Center,1,"Monk, Ray",Author,,,"Anchor (2014), Edition: Illustrated, 880 pages",2014,,,,,Robert Oppenheimer: A Life Inside the Center by Ray Monk (2014),Paperback,9.15 inches,2.42 pounds,9.15 inches,1.73 inches,6.09 inches,9.15 x 6.09 x 1.73 inches,,,,,,,,bio,Anti-Library,English,English,QC16.O62 M66,[0385722044],"[0385722044, 9780385722049]",,530.092,Biography > Biography And History > Natural sciences and mathematics > Physics > Physics > Physics,,1,amazon.com books,2020-10-31,,,13636181,,,,
191692743,Lady Sings the Blues: The 50th-Anniversay Edition with a Revised Discography (Harlem Moon Classics),1,"Holiday, Billie",Author,"Ritz, David|Dufty, William",Foreword|Author,"Three Rivers Press (2006), Edition: -50th Anniversary ed., 256 pages",2006,,,,,Lady Sings the Blues: The 50th-Anniversay Edition with a Revised Discography (Harlem Moon Classics) by Billie Holiday (2006),Paperback,8.22 inches,0.59 pounds,8.22 inches,0.66 inches,5.45 inches,8.22 x 5.45 x 0.66 inches,256 ,,,,,,,bio,Anti-Library,English,English,ML420.H58 A3,[0767923863],"[0767923863, 9780767923866]","Holiday, Billie, 1915-1959|Holiday, Billie, 1915-1959 > Discography|Singers > United States > Biography",790,Recreational and performing arts > Recreational and performing arts > The arts,,1,amazon.com books,2020-10-31,,,66277,,,,
191692760,Blueschild Baby: A Novel,1,"Cain, George",Author,"Jamison, Leslie",Introduction,"Ecco (2019), Edition: Reissue, 224 pages",2019,,,,,Blueschild Baby: A Novel by George Cain (2019),Paperback,8 inches,0.3 pounds,8 inches,0.504505 inches,5.3125 inches,8 x 5.3125 x 0.504505 inches,,,,,,,,fiction,Anti-Library,English,English,PS3553.A39 B58,[0062913166],"[0062913166, 9780062913166]",African Americans > Fiction|Drug addicts > Fiction|New York (N.Y.) > Fiction,813.5,20th Century > American fiction > English (North America) > Literature,,1,amazon.com books,2020-10-31,,,1054625,,,,
191692798,Technopoly: The Surrender of Culture to Technology,1,"Postman, Neil",Author,,,"Vintage (1993), 240 pages",1993,,,,,Technopoly: The Surrender of Culture to Technology by Neil Postman (1993),Paperback,8 inches,0.4850169764 pounds,8 inches,0.63 inches,5.18 inches,8 x 5.18 x 0.63 inches,240 ,,,,,,,philosophy,Anti-Library,English,English,T14 .P667,[0679745408],"[0679745408, 9780679745402]",Technology > Social aspects,303.483,Causes of change > Development of science and technology > Social Processes > Social Sciences > Social change > Social sciences,,1,amazon.com books,2020-10-31,,,46821,,,,
191692891,Billionaires & Ballot Bandits: How to Steal an Election in 9 Easy Steps,1,"Palast, Greg",Author,"Rall, Ted|Kennedy Jr., Robert F.",Illustrator|Introduction,"Seven Stories Press (2012), Edition: Illustrated, 300 pages",2012,,,,,Billionaires & Ballot Bandits: How to Steal an Election in 9 Easy Steps by Greg Palast (2012),Paperback,7 inches,0.57761112644 pounds,7 inches,0.7 inches,5 inches,7 x 5 x 0.7 inches,,,,,,,,politics,Anti-Library,English,English,JK1991 .P34,[1609804783],"[1609804783, 9781609804787]",,324.7,Campaigning > Political Science  > Social sciences > The political process,,1,amazon.com books,2020-10-31,,,12926912,,,,
191692974,"The Rise and Decline of Nations: Economic Growth, Stagflation, and Social Rigidities",5,"Olson, Mancur",Author,,,"Yale University Press (1984), Edition: Reprint, 276 pages",1984,,,,,"The Rise and Decline of Nations: Economic Growth, Stagflation, and Social Rigidities by Mancur Olson (1984)",Paperback,8.47 x 0.74 inches,0.73634395508 pounds,0.74 inches,5.38 inches,8.47 inches,0.74 x 8.47 x 5.38 inches,276 ,,,,,,,economics,Anti-Library,English,English,HD82 .O565,[0300030797],"[0300030797, 9780300030792]",Caste > India|Economic development|Economics|Unemployment > Effect of inflation on|economics,338.9001,Economic Development And Growth > Economics > Philosophy And Psychology > Production > Social sciences,,1,amazon.com books,2020-10-31,,,17464,,,,
191693019,Understanding Comics: The Invisible Art,1,"McCloud, Scott",Author,,,"William Morrow Paperbacks (1994), Edition: Illustrated, 224 pages",1994,,,,,Understanding Comics: The Invisible Art by Scott McCloud (1994),Paperback,10.1 x 0.6 inches,1.15081300764 pounds,0.6 inches,6.6 inches,10.1 inches,0.6 x 10.1 x 6.6 inches,224 ,,,,,,,comics,Anti-Library,English,English,PN6710 .M335,[006097625X],"[006097625X, 9780060976255]","Cartooning > Technique|Cartoons and comics > History and criticism|Comic books, strips, etc. > Authorship > Comic books, strips, etc|Comic books, strips, etc. > Comic books, strips, etc|Comic books, strips, etc. > History and criticism|Comic books, strips, etc. > Illustrations|Comic books, strips, etc. > Juvenile literature|Graphic novels|Periodicals > Publishing > Juvenile literature",741.5,"Cartoons, Caricatures, Comics > Drawing &  drawings > Graphic arts and decorative arts > The arts",,1,amazon.com books,2020-10-31,,,6084,,,,
191693045,The Crow Eaters: A Novel,5,"Sidhwa, Bapsi",Author,,,"Milkweed Editions (2006), Edition: 60233rd, 268 pages",2006,,,,,The Crow Eaters: A Novel by Bapsi Sidhwa (2006),Paperback,8.4 inches,0.75 pounds,8.4 inches,1 inch,5.5 inches,8.4 x 5.5 x 1 inches,268 ,,,,,,,"fiction, southasia",Anti-Library,English,English,PR9540.S53 C7,[1571310509],"[1571310509, 9781571310507]",Pakistan > Fiction|Parsees > Fiction,813,American fiction > English (North America) > Literature,,1,amazon.com books,2020-10-31,,,948323,,,,
191693078,Cyrus Cyrus,1,"Zameenzad, Adam",Author,,,Viking Adult (1991),1991,,,,,Cyrus Cyrus by Adam Zameenzad (1991),Hardcover,20 inches,2.19 pounds,20 inches,20 inches,20 inches,20 x 20 x 20 inches,,,,,,,,"fiction, southasia",Anti-Library,English,English,PR6076.A49 C97,[0670832235],"[0670832235, 9780670832231]",,823.914,1901-1999 > 1945-1999 > English & Old English literatures > English fiction > Literature > Modern Period,,1,amazon.com books,2020-10-31,,,1101856,,,,
191693092,The 786 Cybercafe,5,"Shah, Bina",,,,Alhamra Publishing (2004),2004,,,,,The 786 Cybercafe by Bina Shah (2004),Paperback,,1.01 pounds,,,,,,,,,,,,"fiction, southasia",Anti-Library,English,,,[9789695161463],"[9789695161463, 9695161464]",,823,English & Old English literatures > English fiction > Literature,,1,amazon.com books,2020-10-31,,,2857466,,,,
191693159,Levels of the Game,1,"McPhee, John",Author,,,"Farrar, Straus and Giroux (1979), Edition: 1st, 149 pages",1979,,,,,Levels of the Game by John McPhee (1979),Paperback,8.25 inches,0.45 pounds,8.25 inches,0.4 inches,5.5 inches,8.25 x 5.5 x 0.4 inches,150 ,,,,,,,"bio, sports",Anti-Library,English,English,GV994.A7 M3,[0374515263],"[0374515263, 9780374515263]","Ashe, Arthur|Graebner, Clark, 1943-",796.3420922,Athletic and outdoor sports and games > Ball sports > Biography And History > Racquet sports > Recreational and performing arts > Tennis > Tennis > The arts,,1,amazon.com books,2020-10-31,,,151317,,,,
191693170,Tartar Steppe,1,"Buzzati, Dino",Author,,,"Canongate Canons (2018), Edition: Main - Canons",2018,,,,,Tartar Steppe by Dino Buzzati (2018),Paperback,7.8 inches,0.4299014109 pounds,7.79526 inches,0.70866 inches,5.07873 inches,7.79526 x 5.07873 x 0.70866 inches,,,,,,,,"fiction, world",Anti-Library,English,Italian,PQ4807.U83 D43,[1786891646],"[1786891646, 9781786891648]",,853.912,1900- > 1900-1945 > 20th Century > Italian > Italian fiction > Literature,,1,amazon.com books,2020-10-31,,,98272,,,,
191693491,Garbage Land: On the Secret Trail of Trash,1,"Royte, Elizabeth",Author,,,"Back Bay Books (2006), Edition: Reprint, 336 pages",2006,,,,,Garbage Land: On the Secret Trail of Trash by Elizabeth Royte (2006),Paperback,8.5 inches,0.67 pounds,8.5 inches,1 inch,5.75 inches,8.5 x 5.75 x 1 inches,336 ,,,,,,,singlesubject,Anti-Library,English,English,HD4484.N7 R68,[031615461X],"[031615461X, 9780316154611]",Refuse and refuse disposal > New York|Refuse and refuse disposal > New York (State) > New York,363.7285097471,Environmental problems > Other social problems and services > Sanitation > Social problems and services; associations > Social sciences > Wastes,,1,amazon.com books,2020-10-31,,,23635,,,,
191693605,The Palace of Dreams: A Novel,5,"Kadare, Ismail",Author,,,"Arcade (2014), Edition: Reprint, 208 pages",2014,,,,,The Palace of Dreams: A Novel by Ismail Kadare (2014),Paperback,8.25 inches,0.50044933474 pounds,8.25 inches,0.7 inches,5.5 inches,8.25 x 5.5 x 0.7 inches,,,,,,,,"fiction, world",Anti-Library,English,English,PG9621.K3 N4413,[1628723238],"[1628723238, 9781628723236]",Balkan Peninsula > Fiction|Balkan peninsula > Fiction|Political fiction|Totalitarianism > Fiction,891.9913,Albanian > Albanian fiction > Baltic and other Indo-European languages > Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Other Indo-European languages,,1,amazon.com books,2020-10-31,,,84299,,,,
191693724,Footprints: The Life and Work of Wayne Shorter,1,"Mercer, Michelle",Author,,,"TarcherPerigee (2007), Edition: Illustrated, 352 pages",2007,,,,,Footprints: The Life and Work of Wayne Shorter by Michelle Mercer (2007),Paperback,9 inches,0.00220462262 pounds,9 inches,0.9 inches,6 inches,9 x 6 x 0.9 inches,336 ,,,,,,,bio,Anti-Library,English,English,ML419.S55 M47,[1585424684],"[1585424684, 9781585424689]","Jazz musicians > Biography|Saxophonists > Biography|Shorter, Wayne",788.7,Music > Saxophones > The arts > Wind Instruments,,1,amazon.com books,2020-10-31,,,3412560,,,,
191697343,The Great Deep: The Sea and Its Thresholds,5,"Hamilton-Paterson, James",Author,,,"Owlet (1993), 300 pages",1993,,,,,The Great Deep: The Sea and Its Thresholds by James Hamilton-Paterson (1993),Paperback,9.25 inches,1.01 pounds,9.25 inches,1 inch,6 inches,9.25 x 6 x 1 inches,300 ,,,,,,,singlesubject,Anti-Library,English,English,GC26 .H36,[0805027769],"[0805027769, 9780805027761]",,551.46,"Earth sciences & geology > Geology, Hydrology Meteorology > Natural sciences and mathematics > Oceans > Surface features of the earth",,1,amazon.com books,2020-10-31,,,1916569,,,,
191697633,Who Stole the American Dream?,1,"Smith, Hedrick",Author,,,"Random House Trade Paperbacks (2013), Edition: Second Edition, 624 pages",2013,,,,,Who Stole the American Dream? by Hedrick Smith (2013),Paperback,7.98 inches,1 pound,7.98 inches,1.32 inches,5.2 inches,7.98 x 5.2 x 1.32 inches,,,,,,,,politics,Anti-Library,English,English,E839 .S59,[0812982053],"[0812982053, 9780812982053]",,973.91,1901- > History and Geography > North America > Roosevelt Through Truman Administrations > United States,,1,amazon.com books,2020-10-31,,,12762344,,,,
191697663,What It Takes: The Way to the White House,1,"Cramer, Richard Ben",Author,,,"Vintage (1993), Edition: Reprint, 1072 pages",1993,,,,,What It Takes: The Way to the White House by Richard Ben Cramer (1993),Paperback,7.95 inches,1.63 pounds,7.95 inches,1.74 inches,5.16 inches,7.95 x 5.16 x 1.74 inches,1072 ,,,,,,,politics,Anti-Library,English,English,E880.C73,[0679746498],"[0679746498, 9780679746492]",Presidential candidates > United States > Biography|Presidents > United States > Election > 1988,324.9730927,1960-1999 > Biography And History > North America > Political Science  > Social sciences > The political process > United States,,1,amazon.com books,2020-10-31,,,35580,,,,
191697667,Joe DiMaggio: The Hero's Life,1,"Cramer, Richard Ben",Author,,,"Simon & Schuster (2000), Edition: First Edition, 546 pages",2000,,,,,Joe DiMaggio: The Hero's Life by Richard Ben Cramer (2000),Hardcover,9.75 inches,1.543235834 pounds,9.75 inches,1.5 inches,6.75 inches,9.75 x 6.75 x 1.5 inches,546 ,,,,,,,"bio, baseball",Anti-Library,English,English,GV865.D5 C73,[0684853914],"[0684853914, 9780684853918]","Audiobooks|Audiocassettes|Baseball players > United States > Biography|Di Maggio, Joe, 1913-|DiMaggio, Joe, 1914-1999",796.357092,Athletic and outdoor sports and games > Ball and stick sports > Ball sports > Baseball > Biography > Biography And History > Recreational and performing arts > The arts,,1,amazon.com books,2020-10-31,,,160611,,,,
191697870,In the Heart of the Sea: The Tragedy of the Whaleship Essex,1,"Philbrick, Nathaniel",Author,,,"Penguin Books (2001), Edition: Reissue, 320 pages",2001,,,,,In the Heart of the Sea: The Tragedy of the Whaleship Essex by Nathaniel Philbrick (2001),Paperback,7.9 x 1 inches,0.65 pounds,1 inch,5.2 inches,7.9 inches,1 x 7.9 x 5.2 inches,302 ,,,,,,,history,Anti-Library,English,English,G530.E77,[0141001828],"[0141001828, 9780141001821]","Essex (Whale-Ship)|Essex (Whale-ship)|Essex (Whaleship)|Essex. (Ship)|Shipwrecks > Pacific Ocean|Shipwrecks > Pacific ocean|Sperm whale|Survival after airplane accidents, shipwrecks, etc|Whaleboats",910.9164,"Air And Water > Geography and Travel > Geography and Travel > Geography of and travel in areas, regions, places in general > History and Geography > History, geographic treatment, biography - Discovery. exploration > Pacific Ocean",,1,amazon.com books,2020-10-31,,,23653,,,,
191697891,"The Information: A History, A Theory, A Flood",5,"Gleick, James",Author,,,"Vintage (2012), Edition: Illustrated, 544 pages",2012,,,,,"The Information: A History, A Theory, A Flood by James Gleick (2012)",Paperback,8 inches,1.15 pounds,8 inches,1.1 inches,5.1 inches,8 x 5.1 x 1.1 inches,,,,,,,,information,Anti-Library,English,English,Z665 .G547,[1400096235],"[1400096235, 9781400096237]",,020.9,Biography And History > Information > Library Science > Library and Information Sciences,,1,amazon.com books,2020-10-31,,,10606285,,,,
191697941,"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",1,"Hochschild, Adam",Author,,,"Houghton Mifflin (1999), 366 pages",1999,,,,,"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa by Adam Hochschild (1999)",Paperback,8.98 inches,1.07806046118 pounds,8.98 inches,1 inch,6.14 inches,8.98 x 6.14 x 1 inches,400 ,,,,,,,history,Anti-Library,English,English,DT655,[9780618001903],"[9780618001903, 0618001905]",Antislavery movements > History|Congo (Democratic Republic) > History > 19th century|Congo (Democratic Republic) > History > 20th century|Congo (Democratic Republic) > History > To 1908|Congo (Democratic Republic) > Politics and government|Congo (Democratic Republic) > Politics and government > 1885-1908|Congo (Democratic Republic) > Race relations > History > 19th century|Congo (Democratic Republic) > Race relations > History > 20th century|Forced labor > Congo (Democratic Republic) > History|Forced labor > Congo (Democratic Republic) > History > 19th century|Forced labor > Congo (Democratic Republic) > History > 20th century|Human rights movements > History|Human rights movements > History > 19th century|Human rights movements > History > 20th century|Indigenous peoples > Congo (Democratic Republic) > History|Indigenous peoples > Congo (Democratic Republic) > History > 19th century|Indigenous peoples > Congo (Democratic Republic) > History > 20th century|Slave labor > (Congo) (Democratic Republic) > History,967.51022,Africa > Central Africa > Democratic Republic of the Congo (Congo-Kinshasa -- former Zaire) > Democratic Republic of the Congo (Congo-Kinshasa); Rwanda & Burundi > History and Geography,,1,amazon.com books,2020-10-31,,,22040,,,,
